cms_omds_lb.CMS_LHC_BEAM_COND.BRM_VACSUMMARY.VGPB_183_1R5
19157
ROW 	WEIGHT 	DIPTIME 	VGPB_183_1R5
1 	1 	1315353600 	.000000000041
2 	1 	1315353700 	.000000000041
3 	1 	1315353800 	.000000000041
4 	1 	1315353900 	.000000000041
5 	1 	1315354000 	.00000000004
6 	1 	1315354101 	.00000000004
7 	1 	1315354201 	.000000000041
8 	1 	1315354301 	.000000000041
9 	1 	1315354401 	.000000000041
10 	1 	1315354501 	.00000000004
11 	1 	1315354602 	.000000000041
12 	1 	1315354702 	.000000000041
13 	1 	1315354802 	.000000000041
14 	1 	1315354902 	.000000000042
15 	1 	1315355002 	.000000000041
16 	1 	1315355103 	.000000000041
17 	1 	1315355203 	.000000000041
18 	1 	1315355303 	.000000000041
19 	1 	1315355403 	.000000000041
20 	1 	1315355503 	.000000000041
21 	1 	1315355604 	.000000000041
22 	1 	1315355704 	.000000000041
23 	1 	1315355804 	.000000000041
24 	1 	1315355904 	.000000000041
25 	1 	1315356005 	.000000000041
26 	1 	1315356105 	.000000000041
27 	1 	1315356205 	.000000000041
28 	1 	1315356305 	.000000000041
29 	1 	1315356405 	.000000000041
30 	1 	1315356506 	.000000000041
31 	1 	1315356606 	.000000000041
32 	1 	1315356706 	.000000000041
33 	1 	1315356806 	.000000000041
34 	1 	1315356906 	.000000000041
35 	1 	1315357007 	.000000000041
36 	1 	1315357107 	.000000000041
37 	1 	1315357207 	.000000000041
38 	1 	1315357307 	.000000000041
39 	1 	1315357407 	.000000000041
40 	1 	1315357508 	.000000000041
41 	1 	1315357608 	.000000000041
42 	1 	1315357708 	.000000000041
43 	1 	1315357808 	.000000000041
44 	1 	1315357908 	.000000000041
45 	1 	1315358009 	.000000000041
46 	1 	1315358109 	.000000000041
47 	1 	1315358209 	.000000000041
48 	1 	1315358309 	.000000000041
49 	1 	1315358409 	.000000000041
50 	1 	1315358510 	.000000000041
51 	1 	1315358610 	.000000000041
52 	1 	1315358710 	.000000000042
53 	1 	1315358810 	.000000000041
54 	1 	1315358910 	.000000000041
55 	1 	1315359011 	.000000000041
56 	1 	1315359111 	.000000000041
57 	1 	1315359211 	.000000000041
58 	1 	1315359311 	.000000000041
59 	1 	1315359411 	.000000000041
60 	1 	1315359512 	.000000000041
61 	1 	1315359612 	.000000000041
62 	1 	1315359712 	.000000000041
63 	1 	1315359812 	.000000000041
64 	1 	1315359913 	.000000000041
65 	1 	1315360013 	.000000000041
66 	1 	1315360113 	.000000000041
67 	1 	1315360213 	.000000000041
68 	1 	1315360313 	.000000000041
69 	1 	1315360414 	.000000000041
70 	1 	1315360514 	.000000000041
71 	1 	1315360614 	.000000000041
72 	1 	1315360714 	.000000000041
73 	1 	1315360814 	.000000000041
74 	1 	1315360915 	.000000000041
75 	1 	1315361015 	.000000000041
76 	1 	1315361115 	.000000000041
77 	1 	1315361215 	.000000000041
78 	1 	1315361315 	.000000000041
79 	1 	1315361416 	.000000000041
80 	1 	1315361516 	.000000000041
81 	1 	1315361616 	.000000000041
82 	1 	1315361716 	.000000000041
83 	1 	1315361816 	.000000000041
84 	1 	1315361917 	.000000000041
85 	1 	1315362017 	.000000000041
86 	1 	1315362117 	.000000000041
87 	1 	1315362217 	.000000000041
88 	1 	1315362317 	.00000000004
89 	1 	1315362418 	.00000000004
90 	1 	1315362518 	.00000000004
91 	1 	1315362618 	.000000000041
92 	1 	1315362718 	.000000000041
93 	1 	1315362818 	.000000000041
94 	1 	1315362919 	.00000000004
